REGISTRO_ANIMAL rgd_pai rgd_mae idade18 GC18 p550_aj GP345_aj conformacao_sob precocidade_sob musculosidade_sob umbigo_sob aol egs egp acab altura_sob pe_sob sexo safra GM_SOB
KAPC1905 THA2538 B7003 465 F2014S22 327,63 124,82 2,00 3,00 3,00 2,00 53,35 2,29 3,30 2,95 131,00 0,00 F 2014 S22
KAPC1907 KAPM2140 B3609 474 M2014R13 348,10 135,39 3,00 3,00 3,00 2,00 49,87 1,52 2,29 2,02 138,00 26,00 M 2014 R13
KAPC1908 AAAP1653 X0992 473 M2014R13 406,98 188,90 5,00 4,00 5,00 3,00 45,48 1,02 1,27 1,18 140,00 25,50 M 2014 R13
KAPC1909 CSCN9126 Y0186 473 M2014R13 377,91 142,14 4,00 4,00 4,00 3,00 47,10 1,27 1,02 1,11 139,00 25,50 M 2014 R13
KAPC1910 BONS130 X1731 465 F2014S22 347,74 138,96 3,00 3,00 3,00 2,00 48,45 4,06 4,06 4,06 141,00 0,00 F 2014 S22
KAPC1911 AAAP1653 BR081235 465 F2014S22 341,83 144,29 2,00 2,00 2,00 3,00 49,55 1,52 2,03 1,85 135,00 0,00 F 2014 S22
KAPC1912 KAPM2140 Y0192 465 F2014S22 359,57 163,23 3,00 3,00 3,00 2,00 54,84 3,81 6,35 5,46 138,00 0,00 F 2014 S22
KAPC1913 KAPM2140 Z0426 466 F2014S22 356,44 163,06 3,00 3,00 3,00 2,00 46,90 2,54 5,33 4,35 137,00 0,00 F 2014 S22
KAPC1914 CSCN9126 X0578 466 F2014S22 355,26 141,19 3,00 4,00 4,00 2,00 42,65 2,29 4,06 3,44 138,00 0,00 F 2014 S22
KAPC1917 AAAP1653 Z0739 465 F2014S22 353,66 165,65 3,00 3,00 3,00 2,00 47,48 1,78 2,79 2,44 138,00 0,00 F 2014 S22
KAPC1918 KAPM2140 Z0434 466 F2014S22 304,51 120,54 2,00 2,00 2,00 1,00 44,65 1,52 3,45 2,77 131,00 0,00 F 2014 S22
KAPC1919 THA2538 X2150 466 F2014S22 332,83 128,21 3,00 3,00 3,00 2,00 52,97 2,29 2,29 2,29 131,00 0,00 F 2014 S22
KAPC1921 KAPM2140 BM080580 465 F2014S22 352,47 137,44 3,00 3,00 3,00 2,00 50,19 1,78 4,83 3,76 136,00 0,00 F 2014 S22
KAPC1923 AAAP1653 X1851 473 M2014R13 395,35 166,88 5,00 4,00 4,00 2,00 47,16 1,27 1,27 1,27 139,00 27,50 M 2014 R13
KAPC1924 AAAP1653 Z0336 472 M2014R13 403,18 186,07 5,00 5,00 5,00 2,00 42,26 1,40 1,78 1,65 138,00 26,00 M 2014 R13
KAPC1925 NJOP44 X0589 473 M2014R13 348,84 139,86 4,00 3,00 3,00 3,00 43,81 1,14 1,65 1,47 143,00 25,00 M 2014 R13
KAPC1927 KAPM1092 Y0453 473 M2014R13 333,72 147,71 3,00 3,00 3,00 2,00 0,00 0,00 0,00 0,00 136,00 23,50 M 2014 R13
KAPC1928B AAAP1653 X1359 473 M2014R13 365,12 157,34 3,00 3,00 3,00 3,00 44,06 1,27 1,02 1,11 136,00 25,00 M 2014 R13
KAPC193 KAP2376 BM080523 476 M2012R13 406,72 194,17 4,00 3,00 3,00 3,00 47,61 1,40 1,52 1,48 141,00 28,00 M 2012 R13
KAPC1930 KAPM1092 X0415 468 M2014R13 317,31 113,68 3,00 3,00 3,00 2,00 0,00 0,00 0,00 0,00 133,00 23,00 M 2014 R13
KAPC1931 LBMNC8288 X1866 468 M2014R13 318,48 133,07 3,00 3,00 3,00 2,00 0,00 0,00 0,00 0,00 138,00 22,00 M 2014 R13
KAPC1932 NJOP10 BR081289 468 M2014R13 327,88 118,64 3,00 3,00 3,00 4,00 52,06 1,27 1,52 1,43 138,00 22,00 M 2014 R13
KAPC1933 COLA4210 BR080823 468 M2014R13 343,16 137,39 3,00 3,00 3,00 2,00 56,52 1,52 2,29 2,02 138,00 26,00 M 2014 R13
KAPC1934 KAPM1092 X2202 469 M2014R13 336,57 101,84 3,00 3,00 3,00 3,00 47,94 1,27 1,27 1,27 135,00 24,50 M 2014 R13
KAPC1935 KAPM2140 X0605 468 M2014R13 339,64 128,67 3,00 3,00 3,00 1,00 52,77 1,52 2,29 2,02 130,00 20,00 M 2014 R13
KAPC1936 AAAP1653 P0007 468 M2014R13 306,73 109,30 3,00 3,00 3,00 2,00 56,65 1,27 1,27 1,27 133,00 23,50 M 2014 R13
KAPC1937 KAPM2140 B3177 468 M2014R13 322,01 97,23 3,00 2,00 2,00 2,00 53,81 1,52 2,29 2,02 137,00 22,00 M 2014 R13
KAPC1940 KAPM2140 X1320 460 F2014S22 344,35 135,11 3,00 3,00 3,00 2,00 47,03 1,78 2,79 2,44 136,00 0,00 F 2014 S22
KAPC1941 AAAP1653 X2113 460 F2014S22 374,24 163,00 4,00 3,00 3,00 2,00 48,90 3,05 6,10 5,03 136,00 0,00 F 2014 S22
KAPC1942 THA2538 X1723 460 F2014S22 358,70 147,39 4,00 3,00 3,00 3,00 50,58 1,78 2,29 2,11 132,00 0,00 F 2014 S22
KAPC1943 LBMNC8288 BR080648 460 F2014S22 353,91 134,20 3,00 3,00 3,00 2,00 46,45 1,52 2,29 2,02 138,00 0,00 F 2014 S22
KAPC1944 NJOP41 225T 461 F2014S22 297,07 103,85 2,00 2,00 2,00 2,00 43,74 1,27 2,29 1,93 132,00 0,00 F 2014 S22
KAPC1945 KAPM1608 X0742 461 F2014S22 353,15 137,64 4,00 3,00 4,00 2,00 50,06 1,78 4,06 3,26 134,00 0,00 F 2014 S22
KAPC1946 KAPM1092 X0871 461 F2014S22 312,58 131,76 2,00 2,00 2,00 1,00 39,42 3,81 4,57 4,30 131,00 0,00 F 2014 S22
KAPC1947 KAPM2080 0012GPC 461 F2014S22 390,13 179,82 3,00 3,00 3,00 2,00 47,68 1,52 3,81 3,01 141,00 0,00 F 2014 S22
KAPC1950 KAPM2140 B6055 469 M2014R13 304,90 75,63 3,00 3,00 3,00 2,00 42,65 1,52 2,11 1,90 129,00 22,00 M 2014 R13
KAPC1951 KAPM2259 KAPM2277 469 M2014R13 335,39 100,68 3,00 3,00 2,00 3,00 41,03 1,40 1,14 1,23 131,00 23,00 M 2014 R13
KAPC1952 KAPM2733 B8469 468 M2014R13 381,94 148,38 3,00 3,00 3,00 2,00 45,16 1,52 1,27 1,36 140,00 25,50 M 2014 R13
KAPC1953 KAPM2733 B8582 469 M2014R13 338,91 114,86 2,00 3,00 3,00 2,00 48,00 1,52 2,03 1,85 133,00 24,50 M 2014 R13
KAPC1954 KAPM1683 B7266 460 F2014S22 368,26 126,97 3,00 3,00 3,00 3,00 48,52 1,52 3,05 2,51 139,00 0,00 F 2014 S22
KAPC1955 KAPM2701 B7273 460 F2014S22 396,96 153,67 3,00 3,00 3,00 3,00 57,61 1,52 2,79 2,35 138,00 0,00 F 2014 S22
KAPC1956 KAPM2488 B7753 461 F2014S22 450,98 277,23 4,00 5,00 5,00 2,00 56,84 5,59 6,99 6,50 132,00 0,00 F 2014 S22
KAPC1957 KAPM2488 B7765 472 F2014R14 288,98 77,89 3,00 2,00 2,00 1,00 0,00 0,00 0,00 0,00 125,00 0,00 F 2014 R14
KAPC1958 KAPM1092 BM080538 456 F2014S22 301,54 118,35 1,00 2,00 2,00 2,00 48,39 1,52 2,79 2,35 133,00 0,00 F 2014 S22
KAPC1959 CSCN9126 Z0012 455 F2014S22 368,68 126,39 3,00 3,00 3,00 3,00 54,84 2,29 3,56 3,12 138,00 0,00 F 2014 S22
KAPC1960 KAPM1705 Z0364 456 F2014S22 340,13 120,96 3,00 3,00 3,00 1,00 44,71 1,78 2,29 2,11 141,00 0,00 F 2014 S22
KAPC1961 COLA4210 Z0642 455 F2014S22 349,34 132,07 3,00 3,00 3,00 2,00 48,19 2,29 2,79 2,62 130,00 0,00 F 2014 S22
KAPC1962 CSCN9126 Y0463 455 F2014S22 315,49 122,15 3,00 3,00 3,00 2,00 44,65 1,02 2,29 1,85 126,00 0,00 F 2014 S22
KAPC1963 NJOP44 X1413 456 F2014S22 277,41 110,76 2,00 3,00 3,00 1,00 44,71 2,03 3,56 3,02 129,00 0,00 F 2014 S22
KAPC1964 NJOP41 X2194 456 F2014S22 289,47 96,32 2,00 2,00 1,00 3,00 40,90 1,52 2,29 2,02 141,00 0,00 F 2014 S22
KAPC1966 KAPM1769 X0099 456 F2014S22 342,54 135,52 3,00 3,00 3,00 2,00 51,94 4,06 6,60 5,71 134,00 0,00 F 2014 S22
KAPC1967 LBMNC8288 330T 455 F2014S22 305,82 131,40 3,00 3,00 3,00 2,00 42,00 1,78 3,56 2,94 134,00 0,00 F 2014 S22
KAPC1969 KAPM1092 Y0404 462 M2014R13 382,14 146,43 4,00 3,00 3,00 3,00 52,58 1,52 1,27 1,36 138,00 25,00 M 2014 R13
KAPC1970 COLA6879 BM080706 462 M2014R13 338,10 140,47 3,00 3,00 3,00 3,00 0,00 0,00 0,00 0,00 139,00 20,00 M 2014 R13
KAPC1971 COLA6879 X1886 463 M2014R13 350,43 139,03 3,00 4,00 3,00 2,00 51,35 1,02 1,14 1,10 132,00 27,00 M 2014 R13
KAPC1972 NJOP7 X2104 463 M2014R13 323,11 127,77 3,00 3,00 3,00 2,00 53,10 1,52 1,78 1,69 134,00 26,50 M 2014 R13
KAPC1973 NJOP44 0041TGPC 463 M2014R13 362,31 157,29 3,00 3,00 3,00 2,00 46,26 1,27 1,27 1,27 139,00 24,00 M 2014 R13
KAPC1974 AZAN5 Z0393 463 M2014R13 293,41 90,78 2,00 2,00 2,00 2,00 40,19 1,14 1,78 1,56 132,00 21,50 M 2014 R13
KAPC1975 KAPM859 X1292 463 M2014R13 325,49 105,13 3,00 3,00 3,00 3,00 51,55 1,52 2,54 2,18 138,00 23,00 M 2014 R13
KAPC1976 NJOP7 Z0073 463 M2014R13 334,99 125,30 3,00 3,00 3,00 2,00 41,48 1,27 1,27 1,27 130,00 26,00 M 2014 R13
KAPC1977 KAPM1683 B8598 464 M2014R13 382,87 146,97 4,00 3,00 3,00 3,00 48,39 1,78 1,27 1,45 138,00 27,50 M 2014 R13
KAPC1979 KAPM1683 B6851 462 M2014R13 316,67 114,35 2,00 2,00 2,00 4,00 0,00 0,00 0,00 0,00 134,00 25,00 M 2014 R13
KAPC1980 KAPM2701 B7668 456 F2014S22 303,95 114,44 1,00 1,00 1,00 2,00 48,84 1,78 3,56 2,94 129,00 0,00 F 2014 S22
KAPC1982 KAPM2701 B7457 467 F2014R14 269,70 99,86 2,00 2,00 1,00 1,00 0,00 0,00 0,00 0,00 133,00 0,00 F 2014 R14
KAPC1983 KAPM2701 B9013 459 M2014R13 360,68 116,34 3,00 3,00 3,00 3,00 0,00 0,00 0,00 0,00 131,00 23,50 M 2014 R13
KAPC1984 KAPM2386 B6001 460 M2014R13 328,80 104,28 3,00 3,00 3,00 2,00 50,19 1,52 1,27 1,36 134,00 25,50 M 2014 R13
KAPC1985 KAPM1649 KAPM2062 460 M2014R13 318,04 106,78 2,00 3,00 3,00 2,00 50,52 1,02 2,03 1,68 133,00 23,00 M 2014 R13
KAPC1986 KAPM1092 B6085 453 F2014S22 324,17 109,45 2,00 2,00 2,00 2,00 45,81 1,52 4,06 3,17 130,00 0,00 F 2014 S22
KAPC1987 CSCN9126 BR081097 460 M2014R13 373,04 116,10 3,00 3,00 3,00 3,00 45,10 1,78 1,40 1,53 143,00 28,00 M 2014 R13
KAPC1988 NJOP10 X2227 460 M2014R13 286,96 114,04 2,00 2,00 1,00 3,00 0,00 0,00 0,00 0,00 135,00 20,00 M 2014 R13
KAPC1989 KAPM1608 B2666 453 F2014S22 386,09 158,35 3,00 3,00 3,00 2,00 52,52 2,29 4,83 3,94 135,00 0,00 F 2014 S22
KAPC1991 KAPM1092 B2416 452 F2014S22 338,27 114,53 3,00 2,00 2,00 2,00 46,06 2,54 3,05 2,87 136,00 0,00 F 2014 S22
KAPC1992 KAPM1608 B6041 453 F2014S22 347,24 143,78 3,00 2,00 2,00 2,00 51,10 1,52 3,60 2,87 136,00 0,00 F 2014 S22
KAPC1993 AAAP1653 X1132 452 F2014S22 391,81 163,95 3,00 3,00 3,00 2,00 54,13 1,52 3,56 2,85 138,00 0,00 F 2014 S22
KAPC1994 COLA4210 P210 448 F2014S22 353,57 144,20 3,00 3,00 3,00 2,00 50,19 1,78 3,30 2,77 138,00 0,00 F 2014 S22
KAPC1995 KAPM2140 B3547 447 F2014S22 372,82 150,00 3,00 3,00 3,00 2,00 47,74 2,79 6,86 5,44 137,00 0,00 F 2014 S22
KAPC1996 KAPM1769 B3025 459 F2014R14 250,44 79,72 1,00 1,00 1,00 2,00 0,00 0,00 0,00 0,00 130,00 0,00 F 2014 R14
KAPC1997 KAPM2140 B2527 459 F2014R14 274,40 91,52 2,00 2,00 1,00 2,00 0,00 0,00 0,00 0,00 129,00 0,00 F 2014 R14
KAPC1998 KAPM1092 B2168 448 F2014S22 316,74 94,63 2,00 2,00 2,00 3,00 43,29 2,29 3,18 2,87 132,00 0,00 F 2014 S22
KAPC1999 NJOP44 Z0337 448 F2014S22 292,19 107,44 3,00 3,00 3,00 3,00 46,55 1,78 3,05 2,61 129,00 0,00 F 2014 S22
KAPC2000 COLA6879 B2602 447 F2014S22 414,65 175,94 4,00 4,00 4,00 3,00 43,23 2,29 4,06 3,44 139,00 0,00 F 2014 S22
KAPC2001 NJOP44 Z0267 447 F2014S22 349,44 150,38 3,00 3,00 3,00 3,00 43,87 2,29 2,79 2,62 131,00 0,00 F 2014 S22
KAPC2002 KAPM2140 Y0228 448 F2014S22 347,43 136,63 2,00 3,00 2,00 2,00 46,19 2,79 4,06 3,62 133,00 0,00 F 2014 S22
KAPC2003 KAPM2140 X0752 448 F2014S22 353,57 134,04 3,00 3,00 2,00 2,00 44,58 1,40 2,79 2,30 136,00 0,00 F 2014 S22
KAPC2006 KAPM1608 B2948 448 F2014S22 362,17 130,19 3,00 3,00 3,00 2,00 45,16 1,78 1,78 1,78 142,00 0,00 F 2014 S22
KAPC2007 COLA4210 BR081271 455 M2014R13 400,11 150,66 4,00 4,00 4,00 3,00 48,71 1,52 2,03 1,85 140,00 27,00 M 2014 R13
KAPC2008 KAPM1013 B2511 454 M2014R13 331,94 114,26 3,00 3,00 3,00 2,00 0,00 0,00 0,00 0,00 131,00 20,00 M 2014 R13
KAPC2011 THA2538 KAPM1251 455 M2014R13 398,90 159,61 3,00 5,00 5,00 2,00 0,00 0,00 0,00 0,00 135,00 26,00 M 2014 R13
KAPC2012 KAPM2140 B3271 455 M2014R13 392,86 139,26 3,00 4,00 4,00 3,00 41,61 2,03 2,88 2,58 137,00 28,00 M 2014 R13
KAPC2015 NJOP43 X1441 455 M2014R13 325,16 107,77 3,00 3,00 3,00 2,00 50,19 1,02 1,27 1,18 136,00 26,00 M 2014 R13
KAPC2016 LBMNC8288 X0428 455 M2014R13 284,07 60,81 2,00 1,00 1,00 2,00 0,00 0,00 0,00 0,00 135,00 22,00 M 2014 R13
KAPC2017 KAPM1608 B3275 454 M2014R13 390,09 169,56 3,00 4,00 4,00 3,00 50,58 1,78 1,78 1,78 139,00 25,50 M 2014 R13
KAPC2019 KAPM1608 B6787 459 F2014R14 261,22 58,29 1,00 1,00 1,00 1,00 0,00 0,00 0,00 0,00 123,00 0,00 F 2014 R14
KAPC2020 NJOP41 B6337 455 M2014R13 342,09 126,00 3,00 3,00 3,00 2,00 53,48 1,14 1,50 1,37 133,00 24,50 M 2014 R13
KAPC2021 KAPM2450 P288 448 F2014S22 289,73 97,25 1,00 1,00 1,00 1,00 38,71 1,78 3,30 2,77 134,00 0,00 F 2014 S22
KAPC2023 KAPM1553 B3871 455 M2014R13 360,22 151,29 3,00 4,00 3,00 3,00 0,00 0,00 0,00 0,00 135,00 22,00 M 2014 R13
KAPC2024 LBMNC8288 X2077 455 M2014R13 323,96 148,56 3,00 3,00 3,00 2,00 0,00 0,00 0,00 0,00 133,00 23,00 M 2014 R13
KAPC2025 NJOP43 B5803 444 F2014S22 359,23 149,85 3,00 3,00 3,00 3,00 49,03 3,81 5,33 4,80 129,00 0,00 F 2014 S22
KAPC2026 KAPM1769 B5881 451 M2014R13 326,83 100,48 3,00 2,00 2,00 1,00 0,00 0,00 0,00 0,00 138,00 23,00 M 2014 R13
KAPC2027 KAPM2349 B6947 452 M2014R13 425,88 122,15 4,00 3,00 3,00 3,00 48,71 1,27 1,27 1,27 142,00 27,50 M 2014 R13
KAPC2028 KAPM1593 B6229 452 M2014R13 344,36 134,15 3,00 3,00 3,00 3,00 51,61 1,27 1,78 1,60 135,00 23,00 M 2014 R13
KAPC2029 KAPM859 B5838 452 M2014R13 320,02 81,02 3,00 3,00 3,00 2,00 52,97 1,27 1,02 1,11 133,00 25,50 M 2014 R13
KAPC2030 NJOP43 B4247 445 F2014S22 344,83 121,48 3,00 3,00 3,00 2,00 42,84 3,30 4,83 4,29 141,00 0,00 F 2014 S22
KAPC2031 LBMND4685 B4414 444 F2014S22 335,70 134,97 2,00 3,00 3,00 2,00 40,52 2,79 4,83 4,12 132,00 0,00 F 2014 S22
KAPC2032 KAPM1905 B5882 444 F2014S22 374,10 194,84 3,00 4,00 4,00 2,00 42,06 1,78 4,57 3,59 139,00 0,00 F 2014 S22
KAPC2033 KAPM1593 B6156 445 F2014S22 360,90 155,02 3,00 3,00 3,00 2,00 54,52 2,29 4,06 3,44 135,00 0,00 F 2014 S22
KAPC2035 KAPM1570 X1917 445 F2014S22 330,00 135,26 3,00 3,00 3,00 2,00 43,23 1,52 3,30 2,68 130,00 0,00 F 2014 S22
KAPC2036 NJOP10 X0587 444 F2014S22 365,43 132,76 4,00 3,00 3,00 3,00 50,97 2,54 3,56 3,20 139,00 0,00 F 2014 S22
KAPC2037 KAPM1092 X0158 445 F2014S22 304,04 87,68 3,00 2,00 2,00 2,00 48,71 1,78 2,29 2,11 131,00 0,00 F 2014 S22
KAPC2038 LBMNC8288 X0674 445 F2014S22 299,10 111,36 1,00 2,00 2,00 1,00 44,06 1,52 2,92 2,43 127,00 0,00 F 2014 S22
KAPC2039 COLA6879 Y0328 444 F2014S22 372,86 135,70 3,00 3,00 3,00 2,00 47,55 3,30 4,57 4,13 138,00 0,00 F 2014 S22
KAPC2040 KAPM2177 X0091 445 F2014S22 306,52 79,33 3,00 2,00 2,00 3,00 40,71 1,78 2,79 2,44 127,00 0,00 F 2014 S22
KAPC2041 KAPM1570 Y1033 445 F2014S22 330,00 142,59 2,00 3,00 3,00 2,00 39,61 1,52 1,78 1,69 133,00 0,00 F 2014 S22
KAPC2042 KAPM1608 B3544 451 M2014R13 301,22 104,82 2,00 2,00 2,00 2,00 0,00 0,00 0,00 0,00 134,00 21,50 M 2014 R13
KAPC2043 KAPM2140 BM080588 452 M2014R13 389,38 140,06 3,00 4,00 4,00 2,00 41,87 1,02 1,02 1,02 140,00 24,00 M 2014 R13
KAPC2045 KAPM2723 Z0040 451 M2014R13 432,93 178,79 5,00 4,00 4,00 3,00 42,58 1,78 1,78 1,78 143,00 29,50 M 2014 R13
KAPC2046 KAPM1608 B3517 452 M2014R13 379,65 128,00 3,00 3,00 3,00 3,00 54,77 1,78 1,02 1,29 135,00 21,50 M 2014 R13
KAPC2047 KAPM2140 X2012 452 M2014R13 343,14 124,60 2,00 3,00 3,00 2,00 44,97 1,02 1,27 1,18 131,00 25,50 M 2014 R13
KAPC2048 NJOP7 BR080714 452 M2014R13 306,64 123,38 3,00 2,00 2,00 2,00 0,00 0,00 0,00 0,00 132,00 24,00 M 2014 R13
KAPC2049 KAPM2386 B6398 444 F2014S22 385,25 142,56 3,00 3,00 3,00 2,00 0,00 0,00 0,00 0,00 137,00 0,00 F 2014 S22
KAPC2050 KAPM2148 B5083 444 F2014S22 401,35 145,78 2,00 3,00 3,00 2,00 48,26 2,54 6,86 5,35 135,00 0,00 F 2014 S22
KAPC2051 KAPM2148 B4888 444 F2014S22 384,01 139,15 3,00 3,00 3,00 2,00 52,00 2,79 3,56 3,29 134,00 0,00 F 2014 S22
KAPC2052 KAPM2450 B4226 453 M2014R13 358,17 90,40 3,00 3,00 3,00 2,00 43,61 1,40 1,27 1,32 134,00 24,00 M 2014 R13
KAPC2053 KAPM2386 BM080089 453 M2014R13 366,67 120,81 3,00 3,00 3,00 3,00 49,03 1,52 1,52 1,52 133,00 25,50 M 2014 R13
KAPC2054 KAPM2386 B2884 444 F2014S22 340,65 132,77 2,00 2,00 2,00 3,00 44,39 1,52 2,79 2,35 133,00 0,00 F 2014 S22
KAPC2056 KAPM2177 BM080555 444 F2014S22 397,64 168,79 3,00 3,00 3,00 3,00 46,13 3,81 4,83 4,47 137,00 0,00 F 2014 S22
KAPC2058 BONS130 B5953 469 F2014S22 367,06 142,11 3,00 2,00 3,00 2,00 47,13 1,78 3,05 2,61 142,00 0,00 F 2014 S22
KAPC2059 AAAP1653 B7223 469 F2014S22 377,61 150,63 3,00 4,00 4,00 2,00 56,00 3,30 5,84 4,95 132,00 0,00 F 2014 S22
KAPC206 KAPM922 Y0977 525 M2012R13 375,05 204,72 4,00 4,00 4,00 3,00 49,68 1,14 1,27 1,22 144,00 29,00 M 2012 R13
KAPC2060 KAPM859 B2881 477 M2014R13 375,89 125,76 3,00 3,00 3,00 3,00 45,16 1,78 2,79 2,44 140,00 29,50 M 2014 R13
KAPC2061 THA2538 X0334 478 M2014R13 348,64 99,41 4,00 3,00 2,00 2,00 44,06 1,52 1,27 1,36 143,00 28,00 M 2014 R13
KAPC2062 CSCN9126 B2500 478 M2014R13 395,82 136,47 5,00 5,00 5,00 3,00 44,00 1,52 1,27 1,36 145,00 26,00 M 2014 R13
KAPC2064 COLA6879 X1998 477 M2014R13 311,32 138,99 2,00 2,00 1,00 2,00 0,00 0,00 0,00 0,00 132,00 23,50 M 2014 R13
KAPC2065 KAPM2140 BM080591 478 M2014R13 373,95 136,10 3,00 3,00 3,00 3,00 49,87 1,52 2,00 1,83 139,00 25,50 M 2014 R13
KAPC2066 KAPM1013 0156TGPC 477 M2014R13 341,30 147,55 3,00 3,00 3,00 2,00 0,00 0,00 0,00 0,00 139,00 26,00 M 2014 R13
KAPC2067 KAPM2140 X1797 478 M2014R13 387,76 124,31 3,00 3,00 3,00 2,00 53,55 1,27 1,27 1,27 140,00 24,50 M 2014 R13
KAPC2068 KAPM859 Y3248 478 M2014R13 405,02 150,77 4,00 3,00 3,00 3,00 45,94 1,52 1,78 1,69 140,00 29,00 M 2014 R13
KAPC2069 AAAP1653 Y3430 478 M2014R13 380,86 137,91 4,00 3,00 3,00 3,00 51,10 2,29 3,56 3,12 142,00 32,00 M 2014 R13
KAPC207 KAP2376 X2153 524 M2012R13 372,61 189,19 3,00 3,00 2,00 3,00 0,00 0,00 0,00 0,00 136,00 25,00 M 2012 R13
KAPC2070 KAPM859 M994 469 F2014S22 370,58 150,10 2,00 3,00 3,00 2,00 46,90 1,52 5,84 4,33 138,00 0,00 F 2014 S22
KAPC2071 KAPM859 X0974 469 F2014S22 348,29 148,26 3,00 3,00 3,00 2,00 43,55 1,78 6,86 5,08 134,00 0,00 F 2014 S22
KAPC2072 KAPM1013 X1826 469 F2014S22 345,95 127,52 3,00 4,00 4,00 2,00 45,55 1,52 2,54 2,18 141,00 0,00 F 2014 S22
KAPC2073 KAPM2080 X0467 469 F2014S22 376,44 168,29 5,00 3,00 3,00 2,00 50,19 1,52 3,56 2,85 143,00 0,00 F 2014 S22
KAPC2074 KAPM1905 351T 469 F2014S22 386,99 165,46 5,00 4,00 4,00 2,00 45,10 5,59 6,99 6,50 140,00 0,00 F 2014 S22
KAPC2075 KAPM2140 Y0321 470 F2014S22 349,89 118,14 1,00 2,00 2,00 2,00 50,06 1,52 2,79 2,35 136,00 0,00 F 2014 S22
KAPC2076 COLA6879 0026TGPC 469 F2014S22 385,82 144,92 4,00 3,00 3,00 3,00 47,29 3,30 5,84 4,95 138,00 0,00 F 2014 S22
KAPC2077 THA2538 BR081063 477 M2014R13 317,09 0,00 3,00 3,00 3,00 2,00 0,00 0,00 0,00 0,00 132,00 25,00 M 2014 R13
KAPC2079 KAPM2294 X2195 445 M2014R13 321,35 91,05 3,00 3,00 3,00 3,00 49,68 1,27 2,29 1,93 135,00 23,00 M 2014 R13
KAPC2082 KAPM2140 X0952 445 M2014R13 349,78 99,29 3,00 3,00 3,00 2,00 50,71 1,52 1,78 1,69 132,00 23,50 M 2014 R13
KAPC2083 NJOP7 Y0310 445 M2014R13 336,18 128,51 3,00 3,00 3,00 2,00 40,06 1,27 2,29 1,93 131,00 23,00 M 2014 R13
KAPC2084 LBMNC8288 X0258 444 M2014R13 276,24 60,29 1,00 1,00 1,00 2,00 0,00 0,00 0,00 0,00 130,00 20,50 M 2014 R13
KAPC2085 KAPM1013 BM080650 445 M2014R13 432,58 161,04 4,00 3,00 3,00 2,00 35,87 1,27 1,14 1,19 140,00 26,00 M 2014 R13
KAPC2087 NJOP10 X0127 445 M2014R13 372,02 133,59 3,00 3,00 3,00 2,00 45,55 1,27 2,79 2,26 139,00 21,00 M 2014 R13
KAPC2088 NJOP43 M944 445 M2014R13 349,78 81,00 3,00 3,00 3,00 3,00 51,55 1,02 1,02 1,02 138,00 23,00 M 2014 R13
KAPC2089 COLA4210 Y0388 445 M2014R13 397,98 159,83 3,00 3,00 3,00 3,00 43,35 1,78 1,27 1,45 140,00 25,50 M 2014 R13
KAPC2090 KAPM1553 B2921 445 M2014R13 276,85 81,73 1,00 1,00 1,00 2,00 0,00 0,00 0,00 0,00 126,00 19,00 M 2014 R13
KAPC2092 KAPM2386 BM080440 444 M2014R13 388,96 124,91 3,00 4,00 4,00 3,00 35,23 2,29 3,05 2,78 139,00 22,00 M 2014 R13
KAPC2093 COLA6879 BM080436 445 M2014R13 337,42 135,60 3,00 3,00 3,00 2,00 0,00 0,00 0,00 0,00 137,00 22,00 M 2014 R13
KAPC2095 KAPM1593 B2760 445 M2014R13 375,73 100,55 3,00 3,00 3,00 3,00 48,13 1,65 1,78 1,73 139,00 23,00 M 2014 R13
KAPC2096 KAPM1593 B3182 445 M2014R13 357,19 113,34 3,00 3,00 3,00 3,00 47,87 1,52 1,40 1,44 136,00 20,00 M 2014 R13
KAPC2097 NJOP44 Y1149 438 F2014S22 293,84 121,92 1,00 1,00 1,00 2,00 40,13 1,78 3,05 2,61 130,00 0,00 F 2014 S22
KAPC2098 NJOP44 X1876 445 M2014R13 327,53 119,58 3,00 3,00 3,00 3,00 43,03 1,78 1,78 1,78 136,00 23,00 M 2014 R13
KAPC2100 CSCN9126 X0267 438 F2014S22 301,37 87,99 1,00 2,00 2,00 1,00 40,84 1,27 2,03 1,76 135,00 0,00 F 2014 S22
KAPC2101 KAPM2294 X0119 437 F2014S22 336,04 117,45 2,00 3,00 3,00 2,00 47,35 2,29 3,81 3,28 132,00 0,00 F 2014 S22
KAPC2102 KAPM2140 Y0315 437 F2014S22 398,97 167,46 3,00 3,00 3,00 2,00 48,00 2,54 5,59 4,52 130,00 0,00 F 2014 S22
KAPC2103 KAPM2140 X0753 437 F2014S22 353,66 115,23 3,00 4,00 4,00 2,00 46,39 2,54 4,57 3,86 129,00 0,00 F 2014 S22
KAPC2104 KAPM1705 X2153 437 F2014S22 385,13 148,56 3,00 3,00 3,00 2,00 44,45 2,29 4,06 3,44 137,00 0,00 F 2014 S22
KAPC2105 COLA6879 Z0157 438 F2014S22 312,67 118,49 1,00 1,00 1,00 2,00 47,48 2,29 4,83 3,94 129,00 0,00 F 2014 S22
KAPC2109 KAPM2294 X1142 438 F2014S22 340,30 126,77 3,00 3,00 3,00 3,00 40,65 1,78 3,30 2,77 133,00 0,00 F 2014 S22
